relative_path,folder,top_level_folder,filename,file_size_bytes,sha256,parse_status,parse_error,file_format,dwg_version,title,subject,author,last_saved_by,company,object_count,entity_count,xdata_entity_count,registered_appids,plant_appid_present,native_plant_object_count,relationship_record_count,relationship_fields,relationship_storage,external_file_references,companion_files,connectivity_assessment
Reference/PM03_PID/PCSG028677.03_Wire_and_felt_cleaning_agents/PCSG028677.03_Wire_and_felt_cleaning_agents.dwg,Reference/PM03_PID/PCSG028677.03_Wire_and_felt_cleaning_agents,PM03_PID,PCSG028677.03_Wire_and_felt_cleaning_agents.dwg,229235,a90d56eebf45486d471f0ed46f8613366603bc2e4a263f20cb328d3e7f985ab6,ok,,AC1032,33,,,,nina.niittykumpu,,2936,2433,277,AcPp3d|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_B|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_SYM_BH|PCAD_VISIBILITY,TRUE,0,23,LIN_FROM|LIN_TO,DWG extended entity data (EED),ROMANS.SHX|arial.ttf,PCSG028677.03_Wire_and_felt_cleaning_agents.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/PCSG028678.03_Optisizer_hard_with_spray_supply_system (1)/PCSG028678.03_Optisizer_hard_with_spray_supply_system.dwg,Reference/PM03_PID/PCSG028678.03_Optisizer_hard_with_spray_supply_system (1),PM03_PID,PCSG028678.03_Optisizer_hard_with_spray_supply_system.dwg,477172,8006460397c346ff786b59f8e9dc3675a03b57e855063b1f16580870c62c43eb,ok,,AC1032,33,,,,nina.niittykumpu,,8470,7868,758,AcPp3d|PCAD-ELPOS-INFO|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_B|PCAD_HATCH|PCAD_HLIGHT|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_SYM_BH|PCAD_VISIBILITY,TRUE,0,134,LIN_FROM|LIN_TO,DWG extended entity data (EED),ROMANS.SHX|swissbo.ttf,PCSG028678.03_Optisizer_hard_with_spray_supply_system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU6401403.03/RAU6401403_03_FLOW_DIAGRAM_OCPRO.dwg,Reference/PM03_PID/RAU6401403.03,PM03_PID,RAU6401403_03_FLOW_DIAGRAM_OCPRO.dwg,3427284,c89b492791cccb6c5bbd502d8c8e3031cc429d0e0c373378b28293220b176b93,ok,,AC1032,33,,,,jklohenoti,,69171,68258,1191,GENIUS_AMGTXT_16|GENIUS_GENHATCH_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENODEF_13|GENIUS_GENREC_14|GENIUS_VERSION2,FALSE,0,0,,,,RAU6401403_03.pdf,XData present but no named endpoint schema; inspect registered apps and companion files
Reference/PM03_PID/RAU6401404.01 (1)/RAU6401404_01_FLOW_DIAGRAM_DOUBLEJET_TAIL_JET_P.dwg,Reference/PM03_PID/RAU6401404.01 (1),PM03_PID,RAU6401404_01_FLOW_DIAGRAM_DOUBLEJET_TAIL_JET_P.dwg,1037686,547aa5b37485bc3b560a2f6a8b60bc70463c275da66dc3b676e0b3ddf6e74efa,ok,,AC1032,33,,,,jklohenoti,,8290,7667,2632,GENIUS_AMGTXT_16|GENIUS_GENCEN_19|GENIUS_GENHATCH_13|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-SDF_13|GENIUS_GENODEF_13|GENIUS_GENREC_14|GENIUS_GENSCREG_15|PCAD_MLINES|PCAD_SYM_BH,FALSE,0,0,,,,RAU6401404_01_FLOW_DIAGRAM_DOUBLEJET_TAIL_JET_P.pdf,XData present but no named endpoint schema; inspect registered apps and companion files
Reference/PM03_PID/RAU8F00290.10_Steam and Condensate (2)/RAU8F00290.10_Steam and Condensate.dwg,Reference/PM03_PID/RAU8F00290.10_Steam and Condensate (2),PM03_PID,RAU8F00290.10_Steam and Condensate.dwg,1912149,ca85d1bce3d4b2d1245d1235b2bfc4c104160657d2127f4068ff550c12b9c343,ok,,AC1032,33,,,,samuli.autio,,25884,24577,9472,AcPp3d|GENIUS_AMGTXT_16|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_1_R|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,857,LIN_FROM|LIN_TO,DWG extended entity data (EED),,RAU8F00290.10_Steam and Condensate.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02312.11 Shower Water system (1)/RAU8G02312.11 Shower Water system.dwg,Reference/PM03_PID/RAU8G02312.11 Shower Water system (1),PM03_PID,RAU8G02312.11 Shower Water system.dwg,1104334,934656e2d1e57d02fb6a8af3d3bbdceb8d8940d035023ec359481b6507ac644f,ok,,AC1032,33,,,,nina.niittykumpu,,18590,17514,6781,AcPp3d|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENODEF_13|GENIUS_GENREC_14|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-REDRAW|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_1_R|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_CV|PCAD_FAN_S1|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,446,LIN_FROM|LIN_TO,DWG extended entity data (EED),arial.ttf,RAU8G02312.11 Shower Water system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02313.11 Vacuum system (1)/RAU8G02313.11 Vacuum system.dwg,Reference/PM03_PID/RAU8G02313.11 Vacuum system (1),PM03_PID,RAU8G02313.11 Vacuum system.dwg,582930,8b231b7f8076a436ae520a60a77f4a58c4a92ccf682be30a7173bab952cc6a8a,ok,,AC1032,33,,,,nina.niittykumpu,,8417,7772,3574,AcPp3d|GENIUS_GENOBJ-N-REC_13|GENIUS_GENODEF_13|GENIUS_GENREC_14|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VISIBILITY,TRUE,0,224,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,RAU8G02313.11 Vacuum system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02314.09 Fresh and Cooling Water system (5)/RAU8G02314.09 Fresh and Cooling Water system.dwg,Reference/PM03_PID/RAU8G02314.09 Fresh and Cooling Water system (5),PM03_PID,RAU8G02314.09 Fresh and Cooling Water system.dwg,7770398,f39b32212c01cb09cc07217defe87a998b34020b5795457ce97ac1678e0f2538,ok,,AC1032,33,,,,nina.niittykumpu,,242142,240709,1574,AcPp3d|GENIUS_GEFWELD_13|GENIUS_GENCEN_19|GENIUS_GENFIL_13|GENIUS_GENHATCH_13|GENIUS_GENOBJ-F-WELS_13|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENOBJ-N-CHA_13|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-HINW_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-RSSYM_13|GENIUS_GENOBJ-N-TIT_13|GENIUS_GENOBJ_13|GENIUS_GENODEF_13|GENIUS_GENOENT_13|GENIUS_GENOLIS_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|GENIUS_GENSYMENT_13|GENIUS_GENTITLE_13|GENIUS_GENZVEED_13|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_PL_DN|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,72,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,RAU8G02314.09 Fresh and Cooling Water system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02315.10 Compressed Air system (1)/RAU8G02315.10 Compressed Air system.dwg,Reference/PM03_PID/RAU8G02315.10 Compressed Air system (1),PM03_PID,RAU8G02315.10 Compressed Air system.dwg,7721430,64d237aa8d18d666c9e53b47ab55f4f5010bcdaedd32a8510e9433294676a16c,ok,,AC1032,33,,,,nina.niittykumpu,,74303,73348,521,AcPp3d|GENIUS_GEFWELD_13|GENIUS_GENCEN_19|GENIUS_GENFIL_13|GENIUS_GENHATCH_13|GENIUS_GENOBJ-F-WELS_13|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENOBJ-N-CHA_13|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-HINW_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-RSSYM_13|GENIUS_GENOBJ-N-TIT_13|GENIUS_GENOBJ_13|GENIUS_GENODEF_13|GENIUS_GENOENT_13|GENIUS_GENOLIS_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|GENIUS_GENSYMENT_13|GENIUS_GENTITLE_13|GENIUS_GENZVEED_13|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,15,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,RAU8G02315.10 Compressed Air system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02316.10 Instrument Air (1)/RAU8G02316.10 Instrument Air.dwg,Reference/PM03_PID/RAU8G02316.10 Instrument Air (1),PM03_PID,RAU8G02316.10 Instrument Air.dwg,7706938,34f48d41b1575b5358be4047254ae0fdb22a1f9d28a93cff0bc2fd4cd62be755,ok,,AC1032,33,,,,nina.niittykumpu,,159633,158637,437,AcPp3d|GENIUS_GEFWELD_13|GENIUS_GENCEN_19|GENIUS_GENFIL_13|GENIUS_GENHATCH_13|GENIUS_GENOBJ-F-WELS_13|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENOBJ-N-CHA_13|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-HINW_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-RSSYM_13|GENIUS_GENOBJ-N-TIT_13|GENIUS_GENOBJ_13|GENIUS_GENODEF_13|GENIUS_GENOENT_13|GENIUS_GENOLIS_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|GENIUS_GENSYMENT_13|GENIUS_GENTITLE_13|GENIUS_GENZVEED_13|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,13,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,RAU8G02316.10 Instrument Air.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02317.09 Sealing Water system (2)/RAU8G02317.09 Sealing Water system.dwg,Reference/PM03_PID/RAU8G02317.09 Sealing Water system (2),PM03_PID,RAU8G02317.09 Sealing Water system.dwg,7862951,7523c50c167051faa25c27af7fedca817e166728cf5a8866ca83caa066639964,ok,,AC1032,33,,,,nina.niittykumpu,,11997,11316,460,AcPp3d|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENODEF_13|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,15,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,RAU8G02317.09 Sealing Water system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02327.09 Heating water (2)/RAU8G02327.09 Heating water.dwg,Reference/PM03_PID/RAU8G02327.09 Heating water (2),PM03_PID,RAU8G02327.09 Heating water.dwg,869226,f61f4380992df2d729e7a37e8f944f6697a0d9741f343d4a86920182c896642a,ok,,AC1032,33,,,,nina.niittykumpu,,14356,13786,7735,AcPp3d|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_A|PCAD_B|PCAD_BRK|PCAD_CHEM_LINE|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MLINES|PCAD_PL_DN|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,112,LIN_FROM|LIN_TO,DWG extended entity data (EED),arial.ttf,RAU8G02327.09 Heating water.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02334.07 Connections Between Departments (1)/RAU8G02334.07 Connections Between Departments.dwg,Reference/PM03_PID/RAU8G02334.07 Connections Between Departments (1),PM03_PID,RAU8G02334.07 Connections Between Departments.dwg,155152,6a147054fd9b2b1aecb0a7649ca053363219056c6f220b362ac9827f0c4f39e4,ok,,AC1032,33,,,,nina.niittykumpu,,1424,1083,239,AcPp3d|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_1_R|PCAD_BRK|PCAD_FROM|PCAD_HLIGHT|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VISIBILITY,TRUE,0,84,LIN_FROM|LIN_TO,DWG extended entity data (EED),ROMANS.SHX,RAU8G02334.07 Connections Between Departments.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/RAU8G02456.00 Washing water utility pipe route/RAU8G02456.00 Washing water utility pipe route.dwg,Reference/PM03_PID/RAU8G02456.00 Washing water utility pipe route,PM03_PID,RAU8G02456.00 Washing water utility pipe route.dwg,7555149,18e5b86c8aeee2a94621099634d5b7eb6cb77990fb36150d503a1d9a9ea1549b,ok,,AC1032,33,,,,kaisa.leino,,38841,38186,271,GENIUS_GEFWELD_13|GENIUS_GENCEN_19|GENIUS_GENFIL_13|GENIUS_GENHATCH_13|GENIUS_GENOBJ-F-WELS_13|GENIUS_GENOBJ-N-CEN_13|GENIUS_GENOBJ-N-CHA_13|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-HINW_13|GENIUS_GENOBJ-N-HTC_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-RSSYM_13|GENIUS_GENOBJ-N-TIT_13|GENIUS_GENOBJ_13|GENIUS_GENODEF_13|GENIUS_GENOENT_13|GENIUS_GENOLIS_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|GENIUS_GENSYMENT_13|GENIUS_GENTITLE_13|GENIUS_GENZVEED_13|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_HLIGHT|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_VISIBILITY,FALSE,0,0,,,ROMANS.SHX,RAU8G02456.00 Washing water utility pipe route.pdf,XData present but no named endpoint schema; inspect registered apps and companion files
Reference/PM03_PID/STOD206336.11 Stock Preparation and Mixing area (3)/STOD206336.11 Stock Preparation and Mixing area.dwg,Reference/PM03_PID/STOD206336.11 Stock Preparation and Mixing area (3),PM03_PID,STOD206336.11 Stock Preparation and Mixing area.dwg,618214,dd1426d80bf979c4cd7eca342f39faa85e4b2d742efa6835abbce57147620aa1,ok,,AC1032,33,,,,nina.niittykumpu,,7627,6807,3528,AcPp3d|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENODEF_13|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-REDRAW|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_1_R|PCAD_2|PCAD_A|PCAD_AGITATORS|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_INVERTER|PCAD_MASTER|PCAD_MLINES|PCAD_PL_DN|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,150,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,STOD206336.11 Stock Preparation and Mixing area.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/STOD206337.11 Approach Flow System (2)/STOD206337.11 Approach Flow System.dwg,Reference/PM03_PID/STOD206337.11 Approach Flow System (2),PM03_PID,STOD206337.11 Approach Flow System.dwg,633407,a8c6ff51039ea15a6a03ed36541d0c9ccd52a18bf2714049726f9a131b5f5c71,ok,,AC1032,33,,,,nina.niittykumpu,,8684,7815,3372,AcPp3d|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENODEF_13|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-REDRAW|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_1_R|PCAD_2|PCAD_A|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_INVERTER|PCAD_MASTER|PCAD_MLINES|PCAD_PL_DN|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,118,LIN_FROM|LIN_TO,DWG extended entity data (EED),arial.ttf,STOD206337.11 Approach Flow System.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/STOD206338.11_White Water system (1)/STOD206338.11_White Water system.dwg,Reference/PM03_PID/STOD206338.11_White Water system (1),PM03_PID,STOD206338.11_White Water system.dwg,467112,709f58439f68a3deca436a18e7a9540ee253a20b017a77e9ca583526414dd5da,ok,,AC1032,33,White water system,,,jani.linden,,4929,4060,2013,AcPp3d|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_AGITATORS|PCAD_ALMA1|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,101,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,STOD206338.11_White Water system.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/PM03_PID/STOD206339.10 Broke System (3)/STOD206339.10 Broke System.dwg,Reference/PM03_PID/STOD206339.10 Broke System (3),PM03_PID,STOD206339.10 Broke System.dwg,797994,e65ec6957fd0629003410f13edbf493c0b76c928c1279f3fdef199b31bc6537e,ok,,AC1032,33,,,,nina.niittykumpu,,11376,10442,4810,AcPp3d|GENIUS_GENBH_13|GENIUS_GENFIL_13|GENIUS_GENOBJ-N-CHA_13|GENIUS_GENOBJ-N-FIL_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENODEF_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|PCAD-BRANCH|PCAD-ELPOS-INFO|PCAD-ELPOS-INFO_|PCAD-POS-HEIGHT|PCAD-POS-INFO|PCAD-POS-INFO_|PCAD-SPELLING|PCAD-TAKY-INFO|PCAD-TAKY2-INFO|PCAD_1|PCAD_2|PCAD_A|PCAD_AGITATORS|PCAD_ARROWS|PCAD_B|PCAD_BRANCHES|PCAD_BRK|PCAD_B_|PCAD_FROM|PCAD_HATCH|PCAD_HLIGHT|PCAD_INSTR_LINEB|PCAD_MASTER|PCAD_MLINES|PCAD_POS2_INFO|PCAD_POS2_INFO_|PCAD_REF|PCAD_RUBBISH|PCAD_SYM_BH|PCAD_TO|PCAD_VIITTA|PCAD_VISIBILITY,TRUE,0,215,LIN_FROM|LIN_TO,DWG extended entity data (EED),ARIALN.TTF,STOD206339.10 Broke System.pdf,embedded named endpoints; reconstruct from LIN_FROM and LIN_TO
Reference/TM01_PID/Code 03/DWG/GORA68210.05_Code 03 - P&ID AirCap_SWE Shotton_CE.dwg,Reference/TM01_PID/Code 03/DWG,TM01_PID,GORA68210.05_Code 03 - P&ID AirCap_SWE Shotton_CE.dwg,537832,0406fe45c8d0e83dfc4da770f0fc25301b946602b10d4d370b6500d62b783312,ok,,AC1024,33,,,,gorceschma,,7550,6965,959,GENIUS_AMGTXT_16|GENIUS_GE3MANIP_13|GENIUS_GENBLLY_14|GENIUS_GENCFG0_13|GENIUS_GENCFG1_13|GENIUS_GENCFG2_13|GENIUS_GENCFG3_13|GENIUS_GENCFG4_13|GENIUS_GENCFG_13|GENIUS_GENDIMSH_14|GENIUS_GENOBJ-N-CRS_13|GENIUS_GENOBJ-N-LIB_13|GENIUS_GENOBJ-N-REC_13|GENIUS_GENOBJ-N-RSBK_13|GENIUS_GENOBJ-N-SDF_13|GENIUS_GENOBJ-N-TIT_13|GENIUS_GENODEF_13|GENIUS_GENOENT_13|GENIUS_GENOLIS_13|GENIUS_GENOREF_13|GENIUS_GENREC_14|GENIUS_GENSCALE_13|GENIUS_GENSCREG_15|GENIUS_GENTITLE_13|GENIUS_GENTRA_14|IDOK_INSTRUMENT|IDOK_LAYOUT|IDOK_LAYOUT_2|IDOK_PROCESS_1|IDOK_PROCESS_2|IDOK_PROCESS_BIN|IDOK_PROCESS_BIN2|IDOK_PROCESS_FL|IDOK_SKALA,FALSE,0,0,,,,,XData present but no named endpoint schema; inspect registered apps and companion files
